initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,technique,sample_size
172,115,82,12,98,12,10,random,1250
227,177,43,12,73,17,16,random,1250
234,138,55,32,50,13,14,random,1250
156,203,21,35,2,13,1,random,1250
124,209,89,40,59,6,11,random,1250
58,57,90,24,16,5,2,random,1250
100,165,82,38,30,10,17,random,1250
188,31,57,1,73,20,17,random,1250
35,136,5,7,85,19,10,random,1250
46,132,69,33,19,10,10,random,1250
96,53,24,24,13,16,0,random,1250
61,158,16,22,88,1,20,random,1250
183,217,85,32,93,9,1,random,1250
210,39,34,21,80,17,4,random,1250
231,163,17,29,40,11,8,random,1250
91,98,34,0,43,7,12,random,1250
89,152,7,41,80,15,0,random,1250
190,221,76,49,99,18,17,random,1250
74,9,0,13,91,18,17,random,1250
171,246,6,26,77,15,2,random,1250
205,59,0,28,17,11,18,random,1250
239,223,74,0,3,7,12,random,1250
177,104,80,20,35,16,7,random,1250
50,102,31,39,95,3,13,random,1250
25,98,22,24,31,9,16,random,1250
208,130,51,40,61,9,8,random,1250
0,250,2,19,99,12,19,random,1250
52,173,27,28,16,11,10,random,1250
62,84,49,8,12,17,9,random,1250
248,214,57,8,48,18,20,random,1250
164,21,37,40,63,17,17,random,1250
154,241,59,23,81,3,0,random,1250
103,56,45,12,67,18,10,random,1250
184,133,69,24,46,9,5,random,1250
96,125,14,26,16,19,1,random,1250
165,175,58,42,41,6,18,random,1250
68,3,86,49,40,5,1,random,1250
21,222,37,35,84,13,7,random,1250
7,93,78,20,92,9,16,random,1250
10,29,17,27,14,10,14,random,1250
52,112,51,15,37,17,16,random,1250
150,246,14,32,33,6,19,random,1250
29,223,59,39,38,17,16,random,1250
105,126,95,48,26,4,20,random,1250
204,65,39,48,39,7,17,random,1250
207,67,46,15,56,9,13,random,1250
126,168,9,11,20,11,20,random,1250
94,10,17,22,32,3,6,random,1250
85,166,61,1,22,4,7,random,1250
44,122,8,8,33,12,9,random,1250
204,135,76,47,43,1,6,random,1250
202,248,44,22,49,19,17,random,1250
109,67,31,41,74,18,7,random,1250
82,145,9,22,37,2,16,random,1250
131,119,68,34,16,17,3,random,1250
73,176,8,29,7,12,7,random,1250
34,220,84,17,48,11,20,random,1250
248,211,6,19,58,3,18,random,1250
136,99,40,42,66,12,7,random,1250
19,116,22,9,12,12,13,random,1250
5,84,0,23,2,4,6,random,1250
178,54,26,27,39,18,2,random,1250
60,128,66,12,90,14,14,random,1250
214,114,20,38,75,2,16,random,1250
143,145,18,29,38,17,13,random,1250
145,64,71,19,5,2,3,random,1250
24,51,61,46,42,17,14,random,1250
203,38,91,24,30,8,4,random,1250
59,231,12,37,20,6,18,random,1250
11,169,7,13,75,17,5,random,1250
110,80,85,17,18,11,1,random,1250
202,169,7,7,50,7,20,random,1250
75,171,30,49,66,9,4,random,1250
45,214,68,47,80,19,20,random,1250
70,114,55,43,96,15,11,random,1250
61,204,11,11,76,19,16,random,1250
244,215,58,7,57,19,17,random,1250
57,132,29,9,47,6,18,random,1250
13,173,63,49,82,6,14,random,1250
79,188,47,5,0,12,18,random,1250
204,134,16,23,58,5,20,random,1250
67,142,98,20,31,20,2,random,1250
96,150,64,47,44,17,5,random,1250
203,140,54,15,81,11,18,random,1250
65,22,34,5,10,6,10,random,1250
111,78,26,5,74,2,18,random,1250
173,233,82,9,15,9,13,random,1250
147,169,91,18,38,10,3,random,1250
214,62,23,6,4,19,12,random,1250
118,64,5,16,96,19,6,random,1250
80,2,21,12,75,8,4,random,1250
140,126,43,41,93,18,9,random,1250
68,91,0,27,2,17,5,random,1250
139,110,60,4,62,4,19,random,1250
103,42,93,27,49,3,10,random,1250
121,164,9,46,31,14,14,random,1250
157,133,34,49,75,6,20,random,1250
22,127,48,24,85,17,1,random,1250
242,43,83,29,23,17,3,random,1250
24,10,46,5,57,12,0,random,1250
126,132,92,36,9,11,17,random,1250
195,203,12,24,6,5,20,random,1250
67,180,2,17,67,3,18,random,1250
128,96,22,3,21,16,13,random,1250
30,24,37,4,14,1,11,random,1250
219,70,11,28,14,10,11,random,1250
2,130,5,22,65,16,10,random,1250
153,66,91,40,5,20,3,random,1250
123,247,1,0,87,19,8,random,1250
126,109,3,43,77,5,8,random,1250
26,23,67,10,66,19,16,random,1250
116,245,84,13,26,4,10,random,1250
60,228,71,46,95,7,12,random,1250
180,215,49,50,66,18,6,random,1250
61,133,57,20,31,4,14,random,1250
137,226,94,14,39,18,4,random,1250
101,237,17,27,20,13,10,random,1250
238,129,56,49,65,15,8,random,1250
82,160,48,30,12,2,4,random,1250
106,137,40,15,45,18,17,random,1250
64,184,53,17,99,6,20,random,1250
32,129,37,2,57,1,20,random,1250
215,131,26,19,79,13,4,random,1250
100,26,83,29,98,9,14,random,1250
113,118,84,9,78,8,8,random,1250
249,73,85,25,10,13,12,random,1250
101,147,28,41,100,16,6,random,1250
105,151,100,21,10,18,2,random,1250
64,102,45,41,75,7,6,random,1250
51,84,24,6,33,20,5,random,1250
64,101,3,46,62,18,13,random,1250
216,162,69,28,1,8,7,random,1250
132,157,85,3,67,1,7,random,1250
2,92,61,6,79,5,13,random,1250
127,120,54,18,10,15,8,random,1250
194,29,86,20,94,3,20,random,1250
176,190,89,21,1,18,0,random,1250
110,126,12,8,33,15,4,random,1250
120,50,30,7,7,17,10,random,1250
187,189,33,33,89,3,20,random,1250
46,124,59,13,8,9,13,random,1250
1,76,85,48,46,16,10,random,1250
187,153,32,16,43,13,16,random,1250
121,250,85,12,100,16,16,random,1250
89,101,63,30,31,16,8,random,1250
64,6,82,2,93,2,11,random,1250
110,71,0,17,92,19,2,random,1250
184,7,59,39,16,12,17,random,1250
37,229,69,45,8,18,7,random,1250
37,67,45,12,96,4,4,random,1250
195,67,10,37,66,19,16,random,1250
132,168,97,13,73,15,14,random,1250
60,17,54,18,59,19,10,random,1250
234,225,99,5,64,4,18,random,1250
136,172,45,48,88,15,13,random,1250
121,28,32,13,28,19,16,random,1250
5,190,71,46,79,19,4,random,1250
189,69,82,36,62,18,6,random,1250
65,80,37,32,38,11,8,random,1250
153,142,69,20,64,4,18,random,1250
130,73,47,1,81,20,10,random,1250
116,161,55,49,57,16,19,random,1250
213,126,65,45,85,11,13,random,1250
29,191,24,47,68,2,4,random,1250
39,210,54,33,7,19,14,random,1250
83,135,69,31,60,12,14,random,1250
188,239,24,17,14,4,1,random,1250
232,49,88,34,76,13,17,random,1250
214,7,39,9,83,11,8,random,1250
36,188,59,23,100,3,15,random,1250
206,211,80,40,43,10,3,random,1250
30,213,88,28,99,10,9,random,1250
141,119,52,36,25,6,8,random,1250
159,236,85,5,8,14,6,random,1250
141,154,98,1,78,11,10,random,1250
214,85,51,49,23,8,12,random,1250
189,141,12,30,92,19,20,random,1250
248,178,7,33,46,12,9,random,1250
21,129,65,1,92,11,3,random,1250
82,64,95,31,72,7,19,random,1250
52,240,100,28,10,11,15,random,1250
101,132,31,25,29,10,19,random,1250
113,174,56,4,76,18,15,random,1250
148,49,61,41,90,1,9,random,1250
3,230,53,39,8,1,19,random,1250
13,237,3,6,6,6,0,random,1250
183,230,88,49,99,14,11,random,1250
2,211,60,11,35,11,3,random,1250
223,239,49,19,67,4,6,random,1250
146,241,42,2,81,1,8,random,1250
39,10,25,2,34,5,19,random,1250
27,96,52,40,31,17,0,random,1250
134,225,7,7,91,14,8,random,1250
185,231,34,19,73,12,6,random,1250
146,16,38,3,69,19,5,random,1250
163,96,75,47,23,2,8,random,1250
250,123,99,40,2,7,13,random,1250
131,45,33,7,32,12,2,random,1250
104,222,30,4,86,18,13,random,1250
140,142,46,8,75,6,16,random,1250
185,77,27,3,47,11,17,random,1250
145,39,84,10,70,18,12,random,1250
246,201,61,32,77,20,15,random,1250
119,4,67,4,16,3,1,random,1250
183,165,28,3,24,19,5,random,1250
99,39,5,32,68,17,12,random,1250
30,87,20,41,33,5,7,random,1250
96,209,13,27,37,3,7,random,1250
202,106,75,1,28,5,6,random,1250
103,177,73,26,35,13,4,random,1250
200,30,28,31,67,14,2,random,1250
134,147,0,45,73,19,3,random,1250
134,142,73,9,68,3,9,random,1250
36,83,2,12,74,16,13,random,1250
51,190,42,39,64,12,4,random,1250
56,127,90,36,57,2,3,random,1250
119,139,48,2,34,16,10,random,1250
125,113,19,11,85,5,5,random,1250
127,68,99,21,1,20,1,random,1250
131,103,71,7,2,9,13,random,1250
39,166,8,21,57,7,2,random,1250
53,143,39,36,12,8,17,random,1250
159,43,97,46,8,19,14,random,1250
45,150,77,10,46,12,13,random,1250
147,56,26,33,74,11,1,random,1250
4,243,58,4,55,5,13,random,1250
130,113,77,25,18,13,0,random,1250
160,117,15,12,99,7,6,random,1250
145,51,82,45,64,1,6,random,1250
230,146,19,24,79,5,12,random,1250
22,219,75,12,74,1,20,random,1250
205,54,86,35,27,5,0,random,1250
228,172,27,16,84,14,2,random,1250
153,119,99,34,5,15,20,random,1250
187,157,9,12,35,3,5,random,1250
90,113,46,6,57,20,8,random,1250
233,8,76,15,75,19,12,random,1250
70,235,62,17,89,9,18,random,1250
246,217,22,18,95,15,10,random,1250
133,125,25,40,56,1,18,random,1250
49,17,87,47,29,2,16,random,1250
220,139,23,19,33,19,5,random,1250
122,77,94,36,20,20,17,random,1250
202,94,62,44,75,4,19,random,1250
84,155,5,32,29,16,20,random,1250
111,157,91,31,77,15,15,random,1250
218,45,10,11,75,9,6,random,1250
47,114,43,21,37,4,20,random,1250
191,199,18,36,85,18,10,random,1250
21,18,84,5,84,12,8,random,1250
24,127,1,32,42,3,7,random,1250
54,61,93,20,53,11,13,random,1250
10,190,51,3,25,6,5,random,1250
123,174,79,17,4,19,12,random,1250
116,238,45,3,34,1,18,random,1250
243,56,57,34,87,1,7,random,1250
219,192,99,17,32,5,20,random,1250
144,193,49,50,93,5,1,random,1250
137,115,44,49,39,18,17,random,1250
82,210,63,16,90,17,13,random,1250
126,81,94,11,23,2,16,random,1250
220,250,70,47,7,16,7,random,1250
120,243,62,35,22,18,5,random,1250
199,146,64,14,69,20,5,random,1250
102,12,56,8,23,4,17,random,1250
248,228,53,3,62,18,6,random,1250
61,63,39,12,67,15,1,random,1250
55,171,32,9,13,3,15,random,1250
68,33,71,4,79,3,1,random,1250
23,147,88,1,64,13,8,random,1250
17,61,58,41,66,17,12,random,1250
131,41,48,1,10,17,9,random,1250
188,121,42,48,39,14,13,random,1250
197,49,86,49,35,4,12,random,1250
91,64,34,48,57,7,6,random,1250
145,29,8,3,49,16,7,random,1250
128,124,53,14,65,5,19,random,1250
163,149,46,24,44,18,0,random,1250
36,60,95,4,83,7,6,random,1250
224,180,91,27,66,6,14,random,1250
173,21,31,8,25,17,10,random,1250
173,85,17,24,95,18,6,random,1250
121,12,39,9,86,17,16,random,1250
113,214,2,49,42,16,13,random,1250
242,112,16,39,81,2,7,random,1250
22,148,78,28,90,1,2,random,1250
215,35,18,9,3,16,19,random,1250
58,82,74,27,19,12,7,random,1250
246,14,40,26,64,6,1,random,1250
3,3,53,41,22,10,16,random,1250
194,235,2,4,27,11,19,random,1250
27,112,59,50,9,19,8,random,1250
92,49,87,40,19,14,1,random,1250
91,140,36,8,67,20,5,random,1250
187,207,56,1,84,10,12,random,1250
34,208,68,34,33,17,0,random,1250
204,91,28,0,62,17,20,random,1250
177,241,81,10,60,20,11,random,1250
8,15,61,28,37,15,0,random,1250
219,151,88,25,81,16,2,random,1250
5,0,99,24,5,15,14,random,1250
130,182,59,34,22,10,14,random,1250
119,238,8,2,94,18,4,random,1250
126,182,40,11,56,2,3,random,1250
214,98,31,26,36,18,2,random,1250
10,117,59,22,40,2,15,random,1250
173,241,81,17,9,7,1,random,1250
165,97,34,41,82,10,11,random,1250
16,187,58,24,51,15,14,random,1250
176,30,23,34,1,3,7,random,1250
32,92,45,11,32,20,1,random,1250
231,191,0,20,59,3,2,random,1250
205,184,21,39,90,16,16,random,1250
18,106,90,3,32,18,14,random,1250
28,10,24,17,58,9,12,random,1250
234,106,84,12,19,4,16,random,1250
79,116,15,5,69,17,17,random,1250
208,232,66,43,78,2,13,random,1250
174,233,87,20,36,6,15,random,1250
39,148,9,47,32,19,5,random,1250
60,131,94,19,73,18,12,random,1250
111,96,6,28,97,20,20,random,1250
166,79,29,19,52,13,18,random,1250
15,21,53,24,86,2,2,random,1250
58,31,94,23,69,16,1,random,1250
167,207,45,46,15,18,9,random,1250
170,29,37,37,95,16,13,random,1250
9,177,41,42,23,20,12,random,1250
127,94,56,16,52,12,8,random,1250
26,229,31,23,68,3,18,random,1250
8,175,26,35,39,6,3,random,1250
182,67,65,22,21,8,11,random,1250
189,93,53,12,53,5,14,random,1250
63,121,23,12,34,8,7,random,1250
200,195,70,34,65,8,11,random,1250
128,105,69,49,11,3,6,random,1250
72,52,42,6,3,3,19,random,1250
169,49,3,4,19,6,5,random,1250
25,178,6,29,36,6,4,random,1250
176,163,5,31,83,14,1,random,1250
81,122,30,14,7,6,9,random,1250
205,236,83,4,1,16,6,random,1250
87,213,30,35,74,14,14,random,1250
118,209,33,9,88,12,11,random,1250
56,42,52,16,76,2,11,random,1250
1,121,51,42,42,2,7,random,1250
143,93,74,1,59,4,3,random,1250
237,193,7,34,81,6,12,random,1250
69,58,98,19,20,11,7,random,1250
173,18,95,30,57,9,20,random,1250
55,110,75,6,32,16,6,random,1250
231,116,4,11,58,14,7,random,1250
66,48,16,7,46,1,13,random,1250
71,43,2,11,17,8,15,random,1250
98,91,73,13,72,4,9,random,1250
205,1,43,18,36,15,5,random,1250
222,75,36,9,95,11,6,random,1250
197,86,99,3,100,20,16,random,1250
159,29,31,19,59,4,6,random,1250
25,55,5,45,70,2,0,random,1250
38,124,0,47,7,3,17,random,1250
220,168,76,6,93,12,5,random,1250
16,13,64,12,77,14,13,random,1250
249,174,53,16,14,10,0,random,1250
84,229,85,18,84,12,14,random,1250
210,85,31,16,86,5,0,random,1250
46,141,37,21,75,15,11,random,1250
58,127,79,31,49,8,20,random,1250
243,147,18,30,82,11,12,random,1250
34,92,91,46,54,16,11,random,1250
51,53,56,17,44,1,15,random,1250
112,26,72,34,76,16,12,random,1250
144,6,22,27,87,18,7,random,1250
140,27,53,8,97,8,7,random,1250
238,55,82,31,59,14,7,random,1250
185,45,97,50,44,6,2,random,1250
235,219,17,31,36,9,9,random,1250
141,243,59,48,60,14,8,random,1250
80,81,76,15,44,6,20,random,1250
204,6,95,16,71,3,13,random,1250
169,218,85,10,39,1,18,random,1250
198,171,39,40,7,17,9,random,1250
80,136,62,17,86,14,17,random,1250
84,218,5,5,98,20,11,random,1250
217,3,92,25,71,18,8,random,1250
64,63,91,47,89,12,5,random,1250
200,62,12,36,33,8,5,random,1250
110,222,72,6,100,15,19,random,1250
249,83,43,2,96,15,7,random,1250
54,185,38,2,16,16,13,random,1250
179,170,12,38,62,9,20,random,1250
169,233,15,40,90,5,17,random,1250
158,70,98,38,61,3,18,random,1250
159,223,6,15,77,17,7,random,1250
215,86,25,36,47,19,5,random,1250
220,38,83,29,5,19,10,random,1250
43,47,84,9,11,11,2,random,1250
150,75,59,39,28,13,5,random,1250
86,171,71,50,34,12,14,random,1250
81,96,27,8,65,17,20,random,1250
215,237,16,50,75,20,9,random,1250
21,186,68,29,1,12,2,random,1250
103,93,78,24,51,4,8,random,1250
55,89,56,46,89,1,19,random,1250
222,142,83,13,72,6,5,random,1250
7,244,19,42,38,17,3,random,1250
83,19,50,38,86,1,20,random,1250
69,179,100,35,64,6,4,random,1250
152,173,36,9,47,15,13,random,1250
245,71,6,42,85,10,14,random,1250
141,156,21,1,18,14,5,random,1250
125,57,44,20,23,14,20,random,1250
213,0,94,34,38,19,5,random,1250
63,19,65,30,22,15,4,random,1250
225,122,42,15,70,10,6,random,1250
67,198,24,46,66,7,13,random,1250
87,120,11,0,71,16,10,random,1250
24,161,45,13,36,8,14,random,1250
0,147,51,33,61,18,0,random,1250
160,176,37,14,15,3,15,random,1250
117,11,71,33,100,19,19,random,1250
87,129,75,49,63,6,11,random,1250
157,169,41,20,51,6,11,random,1250
51,49,76,45,94,9,3,random,1250
243,218,93,5,61,20,19,random,1250
150,211,37,12,55,3,20,random,1250
79,94,18,48,95,7,0,random,1250
222,17,76,46,6,17,5,random,1250
34,245,18,48,10,14,5,random,1250
57,193,76,27,6,2,20,random,1250
134,46,1,25,52,8,0,random,1250
240,144,86,50,73,3,4,random,1250
186,104,47,23,64,12,8,random,1250
102,177,83,30,89,9,20,random,1250
58,40,44,6,23,7,4,random,1250
150,228,97,37,1,5,3,random,1250
82,98,35,36,17,3,14,random,1250
23,49,86,9,4,16,4,random,1250
25,249,36,45,51,12,20,random,1250
66,233,55,45,38,16,1,random,1250
105,174,34,49,24,14,4,random,1250
119,22,60,14,66,19,10,random,1250
248,193,100,49,46,5,9,random,1250
191,139,44,43,86,9,15,random,1250
56,142,17,29,45,17,3,random,1250
87,78,29,32,51,3,13,random,1250
95,25,56,19,3,4,16,random,1250
232,44,59,15,14,2,3,random,1250
213,45,53,19,37,6,15,random,1250
183,84,99,49,61,7,16,random,1250
90,64,40,32,67,13,5,random,1250
165,223,18,13,88,17,0,random,1250
209,170,93,22,53,3,8,random,1250
240,24,72,5,11,6,5,random,1250
113,77,85,41,94,5,10,random,1250
230,11,57,18,45,15,14,random,1250
63,102,26,33,66,15,5,random,1250
192,97,92,22,74,14,12,random,1250
126,217,40,6,51,19,9,random,1250
21,178,53,27,56,17,3,random,1250
224,34,84,11,52,15,3,random,1250
96,95,24,11,16,17,5,random,1250
79,171,27,6,69,14,1,random,1250
143,79,23,26,53,15,14,random,1250
103,151,66,43,56,18,13,random,1250
247,71,33,18,89,3,15,random,1250
70,113,80,43,76,15,19,random,1250
74,118,45,10,15,13,16,random,1250
48,42,75,21,2,13,16,random,1250
164,124,84,40,98,15,15,random,1250
85,248,82,34,29,17,16,random,1250
113,63,3,50,15,14,8,random,1250
26,228,69,4,38,20,10,random,1250
187,0,67,19,59,11,17,random,1250
190,97,64,8,65,18,2,random,1250
109,50,62,47,74,15,15,random,1250
96,188,55,47,18,14,9,random,1250
30,41,85,15,75,14,7,random,1250
91,199,6,39,35,14,3,random,1250
71,78,96,40,41,16,0,random,1250
227,235,90,0,65,5,19,random,1250
121,195,63,39,23,18,13,random,1250
140,214,90,11,52,18,6,random,1250
138,16,40,38,4,4,10,random,1250
35,97,78,3,10,10,13,random,1250
222,82,70,24,55,4,7,random,1250
228,12,72,5,63,4,7,random,1250
29,78,9,19,25,14,12,random,1250
36,159,2,32,42,3,9,random,1250
0,167,28,37,57,6,8,random,1250
83,196,41,29,92,20,13,random,1250
41,200,84,7,21,16,17,random,1250
55,187,63,23,18,20,0,random,1250
9,236,67,34,64,18,13,random,1250
21,144,28,15,67,17,9,random,1250
237,112,19,33,62,10,17,random,1250
238,52,36,20,21,20,7,random,1250
22,189,11,44,66,10,3,random,1250
83,140,92,13,48,20,9,random,1250
132,19,1,38,98,12,2,random,1250
247,206,95,25,85,7,2,random,1250
139,54,26,49,33,20,13,random,1250
40,93,39,48,32,10,20,random,1250
130,105,98,4,88,8,3,random,1250
217,148,64,46,26,14,4,random,1250
143,136,81,31,90,9,11,random,1250
156,16,96,15,12,8,16,random,1250
98,25,61,38,5,5,5,random,1250
2,24,63,30,81,9,0,random,1250
111,44,8,50,33,1,12,random,1250
27,21,13,36,66,8,20,random,1250
195,54,13,30,78,3,13,random,1250
116,234,9,10,60,20,11,random,1250
190,137,75,41,21,12,14,random,1250
59,189,49,25,15,19,15,random,1250
14,132,77,17,35,3,7,random,1250
139,131,86,18,21,12,12,random,1250
100,152,34,16,98,8,11,random,1250
151,151,21,14,94,14,8,random,1250
39,68,6,8,49,6,11,random,1250
198,93,83,45,25,6,20,random,1250
102,233,49,7,14,8,13,random,1250
56,122,34,48,92,20,19,random,5000
180,247,21,34,65,13,7,random,5000
86,114,76,38,22,2,10,random,5000
199,178,49,14,95,1,10,random,5000
175,211,94,18,47,15,6,random,5000
122,21,1,17,26,7,0,random,5000
34,231,68,10,30,3,9,random,5000
233,51,99,33,18,1,3,random,5000
79,50,20,0,47,7,8,random,5000
40,0,37,37,92,1,11,random,5000
35,121,84,19,34,15,14,random,5000
85,5,12,31,11,15,20,random,5000
19,143,51,50,59,12,11,random,5000
250,174,52,15,52,20,5,random,5000
89,44,47,18,66,11,8,random,5000
52,227,62,41,38,6,5,random,5000
221,127,97,35,48,18,15,random,5000
95,66,30,44,64,8,16,random,5000
226,124,64,4,22,11,5,random,5000
123,26,30,38,41,15,5,random,5000
214,64,46,27,37,3,8,random,5000
167,162,34,15,59,12,9,random,5000
95,92,47,6,76,6,8,random,5000
193,152,45,8,52,17,13,random,5000
230,29,90,43,15,2,12,random,5000
13,75,59,19,51,3,10,random,5000
3,54,24,18,14,4,20,random,5000
17,55,23,41,19,14,4,random,5000
95,25,1,16,1,16,8,random,5000
217,222,17,11,6,11,10,random,5000
227,112,97,32,60,17,6,random,5000
238,213,38,4,67,17,7,random,5000
250,122,100,47,12,8,16,random,5000
23,145,1,21,79,17,5,random,5000
46,15,91,9,28,9,13,random,5000
136,147,96,16,16,15,13,random,5000
32,132,81,33,77,9,11,random,5000
174,84,47,15,0,11,11,random,5000
118,160,99,21,17,3,2,random,5000
229,128,55,34,93,10,1,random,5000
74,108,96,8,7,14,2,random,5000
165,57,93,20,73,4,10,random,5000
217,248,32,22,69,11,13,random,5000
27,107,51,28,23,11,3,random,5000
61,56,78,24,47,6,12,random,5000
2,133,82,48,79,12,0,random,5000
63,29,76,46,26,2,13,random,5000
74,166,19,35,74,1,16,random,5000
130,197,54,25,43,18,3,random,5000
241,10,83,12,28,15,14,random,5000
205,159,94,1,7,14,9,random,5000
107,170,59,40,22,4,12,random,5000
82,222,63,40,39,8,9,random,5000
105,206,7,10,89,5,13,random,5000
138,136,80,23,47,12,9,random,5000
24,206,57,30,0,17,12,random,5000
116,121,57,46,44,17,7,random,5000
33,79,36,13,70,6,5,random,5000
224,159,42,50,39,10,12,random,5000
134,116,19,17,41,12,8,random,5000
35,241,65,39,51,2,5,random,5000
32,4,84,21,31,14,5,random,5000
173,110,14,41,8,3,8,random,5000
205,157,20,14,22,16,9,random,5000
135,40,41,48,49,5,18,random,5000
10,180,38,4,54,15,6,random,5000
231,233,14,35,53,5,11,random,5000
97,64,49,30,20,1,16,random,5000
116,159,81,34,4,4,11,random,5000
209,200,66,32,24,19,4,random,5000
110,132,28,10,10,8,19,random,5000
157,136,68,8,25,13,18,random,5000
13,162,90,3,11,10,8,random,5000
70,26,26,9,27,14,6,random,5000
15,85,88,3,70,16,13,random,5000
212,247,85,20,9,18,15,random,5000
158,2,31,48,38,15,7,random,5000
220,117,5,30,94,4,6,random,5000
102,12,57,0,61,17,2,random,5000
23,98,86,3,39,5,10,random,5000
204,185,78,36,39,2,5,random,5000
132,200,57,43,4,5,5,random,5000
60,181,39,13,7,3,16,random,5000
173,102,65,29,38,17,10,random,5000
164,85,29,37,36,11,3,random,5000
112,81,24,38,75,4,7,random,5000
68,185,84,30,32,12,5,random,5000
202,150,21,1,53,19,12,random,5000
66,170,55,19,2,18,11,random,5000
243,158,86,43,0,4,10,random,5000
101,141,96,37,82,5,20,random,5000
56,25,76,46,83,11,10,random,5000
209,50,80,34,54,8,4,random,5000
135,119,90,27,62,15,11,random,5000
48,205,71,46,58,20,20,random,5000
92,169,20,47,57,15,1,random,5000
201,160,55,31,87,1,15,random,5000
6,10,25,49,83,16,17,random,5000
17,175,20,43,36,1,3,random,5000
210,228,13,37,50,7,2,random,5000
34,12,91,50,67,19,3,random,5000
83,157,73,42,67,6,11,random,5000
181,223,55,48,8,4,17,random,5000
61,243,23,7,79,9,3,random,5000
236,173,58,47,64,13,1,random,5000
46,112,70,15,66,13,3,random,5000
61,194,69,8,38,3,1,random,5000
126,129,64,30,22,14,14,random,5000
29,78,67,40,86,18,0,random,5000
110,75,57,44,11,18,7,random,5000
172,61,56,31,72,13,13,random,5000
250,99,81,49,85,6,5,random,5000
195,4,78,5,30,19,13,random,5000
158,32,87,27,73,10,11,random,5000
72,212,62,44,93,7,6,random,5000
23,148,93,13,94,13,5,random,5000
