initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce
204,173,37,12,92,5,3
100,246,5,21,54,5,13
244,187,70,12,75,12,6
115,95,4,9,59,11,5
28,105,93,14,94,18,10
43,180,5,28,38,20,14
66,176,11,2,58,16,10
33,180,9,4,90,4,9
48,105,14,31,60,18,5
209,63,52,7,12,19,19
177,135,67,5,44,5,15
140,46,39,31,81,11,1
75,18,23,47,69,10,14
248,87,93,43,83,10,19
181,49,22,7,93,5,18
197,192,12,19,14,9,11
78,30,0,48,79,3,11
84,95,65,1,65,1,6
177,129,3,37,51,3,17
182,66,33,12,86,16,15
154,113,46,28,41,17,20
157,94,93,31,8,15,0
90,18,1,45,62,17,13
238,126,74,49,29,4,3
189,70,0,49,24,6,14
248,235,50,37,34,18,19
51,200,3,10,4,6,4
223,169,44,25,22,15,16
78,205,66,31,87,15,0
151,118,37,5,75,14,17
250,170,91,35,55,10,15
214,107,11,26,79,20,0
18,198,47,25,54,4,8
152,203,50,25,42,16,3
222,113,32,7,56,17,18
62,116,72,46,68,18,8
6,42,39,36,15,17,20
48,153,70,34,54,5,14
163,185,33,29,91,14,8
243,80,11,15,7,15,20
147,40,89,4,43,11,8
159,160,100,41,60,9,10
83,18,66,45,20,8,9
249,103,76,16,20,7,6
32,188,24,3,6,10,11
165,178,9,13,26,1,20
96,130,89,27,63,17,2
123,162,48,25,41,9,11
232,54,52,28,26,11,7
111,89,3,4,78,1,18
19,75,11,41,72,8,17
175,72,98,29,68,4,1
156,9,23,10,46,8,1
5,137,58,9,59,4,0
248,134,72,35,6,7,16
15,77,73,44,14,14,3
119,226,45,38,43,5,20
25,116,73,37,90,16,15
68,102,4,8,49,10,2
237,99,91,33,62,3,9
243,182,84,43,80,19,10
247,27,95,20,82,10,11
183,144,12,45,44,18,7
192,200,50,18,92,8,10
44,148,81,29,68,1,7
120,245,73,37,67,2,16
181,26,98,31,22,4,17
79,17,4,0,10,1,0
69,89,15,44,7,9,9
121,25,93,16,14,20,0
94,96,75,45,25,15,15
38,208,89,27,87,3,5
143,46,29,12,77,13,19
195,226,31,35,23,7,8
153,67,22,41,12,8,14
81,231,98,7,3,18,9
187,205,2,0,87,15,0
164,39,87,33,70,16,8
19,134,19,41,92,12,6
106,60,40,6,51,14,9
89,250,88,18,76,12,10
108,184,5,14,81,10,19
155,59,67,22,12,19,14
169,230,27,18,6,17,8
81,118,35,13,36,6,8
185,222,43,12,21,9,9
192,125,60,1,56,4,19
80,192,59,28,9,1,3
150,234,20,2,14,4,10
43,60,76,35,88,16,16
245,103,4,18,55,10,18
162,89,79,5,55,11,15
243,69,35,24,60,14,8
189,177,42,26,35,11,20
12,121,100,43,77,15,3
222,232,51,48,82,14,9
118,85,29,32,26,9,4
157,170,36,2,87,10,20
167,189,48,9,100,14,19
77,89,80,9,87,7,0
204,87,76,28,57,12,16
221,194,99,18,19,1,6
39,23,74,11,52,9,16
168,73,34,40,81,16,13
230,136,89,13,7,18,10
250,53,6,14,81,14,14
135,189,81,46,27,20,16
176,80,31,42,0,18,12
193,77,97,5,67,14,5
200,162,2,17,43,17,3
119,246,52,43,62,5,12
242,43,89,15,78,12,12
143,76,28,25,51,13,16
33,68,57,31,50,8,18
87,220,8,26,1,6,3
214,247,20,40,20,12,11
243,202,84,45,21,6,17
45,17,70,23,44,20,10
179,21,83,24,12,2,3
177,91,41,29,25,16,17
140,130,70,1,38,12,18
237,224,67,1,2,19,18
195,80,66,28,75,19,6
16,14,42,4,60,9,19
38,193,27,10,46,2,15
14,177,8,45,55,20,9
79,131,86,16,7,13,4
129,160,49,22,41,13,6
77,13,45,17,37,20,12
61,33,80,23,85,4,18
37,40,89,1,36,19,19
180,147,5,24,53,15,2
36,201,45,21,97,19,6
32,62,58,42,20,17,8
99,176,99,41,83,15,19
247,231,19,11,9,11,19
137,54,90,45,6,2,15
195,234,91,15,40,6,15
51,20,31,12,67,18,5
191,247,33,26,54,18,12
210,233,62,29,99,4,11
158,30,34,49,97,7,16
90,141,52,28,60,12,2
23,82,55,20,5,18,15
118,233,31,37,5,7,16
43,58,25,16,53,5,18
205,103,77,30,14,7,8
173,212,34,48,68,11,16
166,102,58,38,94,5,13
13,75,36,47,44,3,11
66,199,38,30,54,16,7
248,192,72,3,72,20,20
81,147,23,45,47,4,15
205,125,85,16,0,8,0
32,215,21,27,91,1,3
138,112,16,16,82,5,8
225,121,44,43,20,5,7
15,141,35,13,42,15,8
237,9,82,33,55,14,5
31,249,32,28,61,8,20
219,60,69,32,73,9,2
137,49,95,11,94,2,12
115,61,34,29,36,9,20
122,195,36,26,54,9,8
56,153,85,27,80,4,2
67,19,36,3,6,18,10
106,143,91,37,24,7,10
173,183,36,39,94,15,1
181,183,78,35,75,8,11
93,106,50,39,43,13,14
52,178,13,42,75,6,5
204,183,74,47,70,14,16
79,157,87,21,22,1,0
94,202,61,2,0,18,16
116,9,80,18,73,14,7
8,229,82,11,10,17,15
132,2,34,7,98,5,0
247,236,15,31,72,15,3
173,95,29,12,5,20,13
3,210,50,4,3,15,10
106,165,18,36,11,14,4
43,60,86,10,71,19,13
171,171,62,43,67,11,8
14,187,86,17,10,6,7
5,196,95,34,80,15,18
59,79,69,18,2,17,20
26,165,0,6,41,3,8
181,75,18,46,86,15,17
141,100,95,24,1,15,20
250,203,84,24,12,10,4
1,135,59,43,76,6,17
96,245,58,35,58,6,10
117,30,89,34,57,14,20
48,216,58,43,17,19,19
196,98,48,8,78,10,19
143,202,34,24,93,17,13
215,161,52,23,7,6,15
187,200,43,0,17,14,3
225,22,100,14,24,11,13
219,99,22,39,16,6,10
75,81,57,30,79,16,8
241,133,12,39,63,13,4
13,220,87,15,74,7,19
191,111,37,33,20,16,9
207,241,14,31,36,20,10
92,121,59,23,15,6,7
187,207,48,19,73,12,19
192,117,37,6,15,3,5
49,228,85,35,45,7,7
166,117,26,5,79,6,8
244,23,86,26,55,20,0
159,224,59,6,43,2,18
99,64,81,24,39,15,11
218,78,10,25,15,20,1
6,56,17,46,4,1,18
78,130,46,49,94,17,0
134,9,37,49,70,8,11
215,208,30,31,5,5,2
17,130,85,20,98,13,17
143,80,70,17,8,14,19
145,114,73,35,71,3,8
130,15,10,48,95,10,5
76,100,92,3,96,5,0
180,152,16,15,83,10,13
230,230,18,21,27,2,8
24,69,30,1,6,14,4
63,124,72,14,60,9,6
93,242,77,23,44,16,20
176,77,9,27,72,15,6
83,133,20,14,46,7,11
158,125,95,5,71,19,6
210,247,50,44,24,7,2
181,159,85,37,21,6,7
120,32,38,32,0,19,6
86,247,0,42,25,1,19
174,107,85,12,55,8,1
218,9,16,38,98,9,13
155,46,21,1,27,16,16
212,35,27,43,7,15,12
4,141,40,34,72,4,20
26,244,56,29,34,20,10
38,235,92,35,21,5,16
208,15,77,47,35,13,1
29,68,26,10,12,1,17
24,144,11,0,5,18,15
27,75,19,2,40,16,20
183,165,99,36,52,7,11
161,96,3,41,77,19,12
218,150,49,15,39,20,20
235,155,98,33,85,5,20
3,114,43,47,19,2,5
126,149,88,41,35,20,8
224,216,83,39,55,17,16
39,181,54,8,45,2,20
148,194,68,25,56,18,8
153,5,87,18,39,4,12
51,32,60,47,82,8,19
81,35,69,10,38,1,9
97,182,30,23,78,2,17
60,5,34,31,26,13,1
15,30,12,30,50,4,14
124,11,54,37,16,4,0
65,119,39,21,51,1,2
8,226,56,30,90,3,5
71,55,16,25,49,2,6
161,75,46,46,55,4,9
192,54,40,4,36,13,11
43,234,98,30,12,1,4
110,15,2,38,40,12,10
62,215,80,42,56,20,2
114,34,38,2,61,12,14
13,212,97,13,96,16,8
99,3,49,10,69,7,0
29,63,53,45,80,8,0
61,205,26,35,98,2,20
41,175,28,9,93,15,19
229,71,18,33,67,20,16
226,95,82,20,55,6,12
245,213,32,13,13,6,1
204,0,35,4,70,15,1
37,113,70,46,8,8,11
123,100,16,29,48,12,13
157,196,28,2,82,14,14
195,136,61,0,81,16,3
171,114,20,26,48,11,20
56,25,96,50,25,15,5
87,117,90,33,28,17,4
29,200,46,9,3,7,7
218,155,3,21,76,6,7
156,220,11,30,94,9,13
45,148,97,37,30,8,15
168,1,38,32,68,8,16
39,123,44,0,22,16,2
152,234,18,19,49,13,18
25,83,85,26,78,1,20
170,76,45,30,27,3,1
34,122,42,40,74,12,0
61,39,15,16,5,5,4
105,150,85,46,34,16,12
155,133,4,45,0,10,0
241,48,32,27,28,5,14
60,10,92,42,14,1,6
8,58,78,48,2,17,2
246,57,49,2,79,8,20
170,211,45,15,64,10,18
193,4,38,11,82,2,9
226,218,66,15,62,1,8
122,72,44,34,67,11,10
79,194,66,43,7,12,2
27,144,43,24,32,2,6
77,65,13,16,7,2,1
220,128,33,23,9,10,10
102,117,57,14,26,2,18
61,161,84,33,74,19,1
227,202,55,1,100,10,10
230,208,35,30,14,7,2
227,164,67,3,93,10,13
129,187,83,49,17,8,5
176,91,82,40,85,2,8
173,98,33,5,11,4,7
104,32,58,35,80,18,19
226,207,2,10,80,17,6
73,92,65,14,33,18,8
184,33,100,33,92,6,11
4,195,42,45,13,9,3
182,78,4,0,94,12,5
62,23,31,25,11,5,3
230,95,69,15,12,16,18
249,50,2,19,28,11,5
45,72,34,0,35,14,19
4,228,40,28,97,17,4
27,80,15,30,79,8,14
155,197,72,20,2,6,14
136,215,69,35,16,14,9
147,26,58,25,34,17,10
211,50,71,48,66,20,8
122,7,4,10,36,16,20
211,191,32,10,38,8,20
237,238,56,43,95,16,13
22,153,93,20,9,2,4
119,238,71,45,73,1,5
224,122,4,31,49,3,12
30,184,79,38,75,1,9
89,20,80,48,83,1,1
178,188,31,32,41,20,4
5,56,46,13,83,14,3
44,238,81,40,7,13,19
9,34,13,46,42,10,14
148,46,37,40,71,3,11
203,42,38,31,18,18,14
102,44,0,27,36,15,17
68,130,0,41,89,3,2
176,72,54,44,1,10,0
129,198,26,30,5,14,14
225,204,44,5,100,10,2
73,223,45,16,9,19,16
10,198,18,49,10,18,2
207,205,11,26,47,6,3
114,25,64,49,0,2,13
160,151,3,28,11,13,20
226,34,54,0,83,11,3
13,88,66,20,7,12,6
207,67,67,18,56,1,14
131,223,87,38,9,17,5
167,72,79,20,23,11,4
2,27,98,10,32,18,20
171,211,21,48,84,4,7
159,38,8,21,18,4,13
45,199,67,46,99,4,11
11,124,74,28,95,7,16
97,98,9,22,47,15,17
240,10,52,2,43,4,3
39,153,1,1,77,3,11
149,53,52,2,24,11,13
30,191,19,14,33,10,1
212,85,88,30,30,5,20
190,47,83,39,25,7,19
250,62,74,39,75,13,5
95,115,31,50,19,2,13
191,44,39,18,24,14,14
230,250,69,42,17,2,13
83,144,62,12,73,16,5
159,220,96,0,67,11,14
243,14,90,28,70,13,15
197,172,69,49,52,5,7
112,20,92,23,15,2,11
218,35,52,50,47,15,10
83,51,44,15,19,8,15
33,7,47,18,89,12,1
115,242,9,43,9,12,16
14,226,94,20,54,7,13
200,78,21,5,55,16,10
169,56,87,44,79,19,15
121,83,56,48,94,10,10
6,231,81,28,34,18,8
18,16,70,31,90,5,3
34,222,18,4,66,20,6
73,165,2,8,49,7,2
58,118,18,38,45,9,12
10,213,24,40,1,5,1
181,56,66,45,18,19,14
180,5,6,9,94,1,3
115,188,3,12,15,11,8
228,219,49,1,14,16,11
201,82,21,39,45,2,19
60,167,48,39,85,8,8
195,42,65,2,7,16,1
103,227,99,50,54,6,2
165,185,71,47,13,20,1
62,205,87,2,84,20,8
98,100,15,12,20,9,16
175,109,42,43,4,9,13
129,73,91,12,99,6,16
3,8,96,19,76,2,7
150,43,32,17,29,4,4
184,30,75,6,63,20,15
161,25,9,46,18,7,12
99,171,3,43,74,19,11
144,204,57,33,94,3,3
50,219,59,47,78,4,11
26,233,21,24,15,15,6
85,96,40,9,59,20,7
211,24,71,13,18,11,5
148,81,86,23,15,5,6
91,231,80,22,44,9,5
162,160,56,27,47,1,13
58,30,88,8,68,1,2
23,116,69,34,69,9,12
215,174,29,1,56,7,0
172,57,71,31,2,2,3
245,0,46,33,2,12,9
143,189,0,28,39,15,9
184,150,39,16,92,8,1
18,248,46,16,40,9,15
154,210,98,41,89,5,12
132,202,81,19,30,20,16
219,154,53,33,66,19,3
89,184,86,25,66,13,11
28,100,89,23,75,1,2
11,14,23,45,38,5,10
49,11,62,33,86,2,17
214,77,51,34,22,1,12
246,50,84,39,33,9,20
97,19,98,2,36,9,10
41,76,67,34,15,6,9
249,189,95,45,61,4,2
239,65,75,41,31,12,6
250,87,83,7,39,8,15
67,209,87,33,31,3,17
98,220,90,30,97,3,17
98,31,65,38,47,8,0
9,43,96,41,65,1,0
139,71,27,32,55,14,16
129,26,79,14,55,17,11
136,224,87,3,30,8,15
103,159,7,3,20,12,0
92,33,36,36,93,10,9
179,114,51,5,22,18,11
219,195,54,32,55,17,6
48,47,45,22,52,6,10
79,222,30,6,53,5,2
78,227,85,1,0,18,3
154,138,40,38,74,20,11
180,84,90,1,19,20,16
122,188,28,33,75,2,10
207,138,49,44,59,14,4
143,163,100,22,46,18,4
104,20,55,13,20,20,11
103,144,1,24,3,3,10
98,196,81,39,77,8,3
229,223,32,45,3,7,6
40,200,8,25,99,18,16
247,99,71,22,2,7,10
175,111,33,31,41,17,13
167,196,14,31,21,11,6
143,219,86,44,93,14,5
237,170,56,34,55,7,6
13,114,69,3,31,14,6
234,229,93,6,43,10,15
41,212,70,22,71,10,5
197,49,46,42,87,16,6
213,134,91,26,89,17,13
70,156,63,37,85,7,2
95,159,26,40,34,18,6
62,54,83,44,27,7,4
35,31,0,25,47,11,7
124,135,70,11,37,4,19
223,157,35,26,83,8,11
113,234,32,13,62,7,11
176,47,28,46,48,1,6
5,244,1,39,72,18,1
62,67,63,48,1,15,10
100,131,50,0,23,19,15
161,67,36,27,16,15,10
127,128,73,49,96,6,10
205,232,10,5,52,15,16
64,165,52,13,5,16,9
191,123,11,3,66,16,12
232,198,60,30,87,5,19
67,60,22,18,47,8,18
175,233,99,2,95,2,17
62,123,6,14,85,7,9
66,217,19,28,91,1,1
183,124,49,22,28,17,2
121,100,21,5,92,13,17
50,47,69,22,12,9,13
27,65,3,1,29,9,8
0,189,0,38,15,8,0
115,147,49,14,91,12,3
185,174,98,19,25,20,13
59,63,32,19,89,9,14
238,3,10,34,42,4,7
109,186,25,29,75,18,7
248,76,41,37,12,1,12
113,96,11,34,88,2,8
135,178,65,29,90,17,11
241,94,41,45,7,17,16
93,5,60,19,58,16,14
102,2,69,43,26,18,11
128,203,72,32,3,7,14
62,201,66,8,9,6,12
136,137,24,27,9,2,18
136,221,4,29,82,16,20
180,247,77,24,22,1,17
59,238,63,19,6,10,11
53,3,7,26,30,14,10
182,141,95,8,74,12,19
170,45,74,0,47,1,7
71,194,33,34,25,7,2
132,157,99,18,90,15,6
205,94,61,5,94,19,8
176,235,3,50,41,11,14
76,191,23,9,43,17,15
243,107,43,6,51,11,11
16,104,90,30,85,13,8
30,57,19,28,27,4,10
143,208,10,26,95,1,2
200,159,74,42,96,3,3
45,95,80,31,46,5,7
17,240,76,50,0,18,19
81,99,71,26,24,16,4
27,44,24,47,35,5,15
16,69,57,25,1,18,11
14,211,52,28,99,16,13
123,228,64,20,12,6,15
46,197,71,24,18,15,10
104,187,55,4,55,1,12
248,73,74,6,78,6,17
70,24,62,11,70,3,12
2,152,90,25,17,6,16
245,76,87,33,37,1,19
212,197,84,23,39,9,17
13,189,12,24,49,5,4
80,183,0,18,91,2,3
55,37,89,19,89,15,2
214,94,65,3,1,7,16
222,125,94,23,51,2,9
38,135,0,27,72,2,13
239,238,43,5,44,20,7
61,126,98,44,75,13,10
47,56,4,46,31,2,6
74,35,8,39,2,6,11
83,90,75,5,58,20,0
163,23,34,13,16,20,7
105,231,68,12,39,9,9
5,165,28,39,67,8,2
223,220,16,22,71,16,12
172,218,100,34,53,10,8
22,227,41,18,15,20,10
1,141,45,29,9,12,2
148,48,94,2,31,4,5
18,8,66,15,73,2,5
77,74,92,8,91,16,12
224,78,71,24,36,1,1
154,68,3,18,48,7,14
155,112,39,38,87,11,10
76,51,30,16,14,19,3
0,160,67,23,3,12,3
104,231,6,5,38,1,2
193,30,77,20,72,14,3
223,198,51,45,79,6,9
4,248,82,18,15,11,2
66,44,92,49,72,8,5
143,145,41,12,56,12,16
172,130,79,27,82,2,8
50,217,82,43,51,8,12
238,197,94,48,81,3,0
157,79,94,5,70,7,13
68,165,39,19,97,15,6
132,64,36,3,82,7,4
103,159,57,18,81,20,19
186,22,51,31,42,20,15
232,86,48,5,13,15,1
55,222,76,12,89,17,0
164,187,13,1,84,17,13
102,21,73,17,4,12,11
105,93,100,49,34,6,11
226,215,39,32,61,6,18
9,164,41,42,96,7,0
168,33,36,22,20,10,5
103,161,9,8,53,6,7
97,102,52,18,74,7,15
196,113,88,14,97,19,17
27,207,41,24,39,13,14
79,134,56,49,93,11,2
41,103,22,27,41,19,20
176,164,8,8,24,6,4
141,228,18,35,9,4,4
219,226,68,18,72,10,14
87,16,37,29,31,7,10
78,48,99,0,20,8,4
215,99,31,12,16,10,12
196,158,53,36,5,14,9
115,167,66,48,73,1,0
204,196,11,50,98,9,14
97,31,73,45,94,9,15
179,182,19,2,56,15,16
21,223,82,29,4,1,2
54,49,97,31,29,2,7
160,248,50,45,73,3,5
213,169,58,7,47,9,9
38,52,49,34,13,8,15
176,105,15,11,84,10,6
185,163,57,49,26,9,13
161,197,48,18,93,16,4
63,3,64,11,89,12,18
211,97,58,9,48,8,3
21,112,34,30,28,7,14
52,94,79,15,73,8,6
130,69,82,41,69,7,2
27,79,93,9,52,1,3
73,204,14,32,75,11,8
31,34,49,30,23,15,20
200,224,96,16,33,15,10
12,48,100,5,46,4,17
85,209,54,23,47,18,4
121,165,72,30,17,19,9
38,213,35,20,10,1,11
234,137,95,38,48,7,11
231,222,74,26,60,17,20
241,138,37,37,84,4,3
15,175,43,42,26,7,13
147,153,8,47,43,18,5
166,199,51,5,80,7,0
221,113,24,23,95,12,6
202,165,27,22,65,17,3
241,17,66,37,50,12,8
178,205,100,15,42,16,0
90,93,36,22,57,18,3
58,72,81,30,96,7,9
186,236,68,3,3,1,12
75,146,56,19,35,16,7
102,95,89,6,99,18,20
4,230,8,33,49,19,20
50,88,96,22,79,7,17
28,79,39,42,58,5,3
59,64,24,15,5,13,19
47,35,41,25,73,13,2
177,142,81,33,25,9,7
123,132,95,10,42,1,8
181,241,59,24,45,20,9
124,187,72,4,47,3,8
104,15,41,24,13,15,10
155,195,44,36,50,18,6
27,209,92,38,71,6,14
76,38,31,31,33,16,11
42,153,74,24,59,17,6
46,70,1,1,86,3,19
0,83,37,18,72,1,19
39,34,76,49,32,20,7
195,175,9,45,76,12,14
71,200,70,37,80,19,16
166,0,3,33,51,17,6
83,138,64,48,55,19,11
142,174,17,47,18,18,4
248,9,67,36,69,10,4
205,45,52,49,37,16,4
187,153,28,7,40,8,3
203,237,22,46,68,2,8
106,169,95,0,12,19,8
17,20,16,1,97,9,19
50,188,92,2,85,4,0
148,147,97,23,51,17,14
180,118,39,47,43,17,15
139,51,34,39,100,17,6
127,26,70,2,7,8,14
91,13,55,36,84,15,13
222,59,34,8,26,8,16
99,107,50,9,6,8,1
240,119,26,10,55,7,7
175,219,95,1,68,15,10
144,86,46,21,57,2,4
36,143,86,21,32,7,4
39,10,79,23,60,4,2
33,235,89,7,64,10,10
140,90,100,26,82,7,2
197,34,29,44,70,15,8
241,71,37,4,100,5,1
169,105,58,34,74,16,19
99,80,75,44,83,8,3
150,145,13,34,49,14,8
86,35,86,48,98,18,14
53,215,66,46,25,12,8
52,60,75,11,33,18,18
47,207,9,32,1,9,10
172,6,15,6,42,5,5
236,146,24,4,43,5,13
203,163,23,20,24,8,16
206,132,82,39,49,11,6
27,208,32,43,24,8,11
242,63,80,45,44,15,12
218,110,49,18,10,9,14
159,235,28,34,27,11,7
150,25,54,8,3,19,9
223,180,83,31,55,11,14
78,60,94,17,52,11,14
143,68,38,43,62,16,15
153,157,7,15,13,12,20
22,198,6,34,78,14,17
31,217,64,12,53,15,8
249,232,91,49,79,10,6
8,54,3,39,7,14,0
49,201,4,7,7,11,10
54,106,88,37,92,14,7
17,153,15,45,85,10,0
161,156,78,0,24,4,11
234,98,100,42,56,16,16
124,180,92,18,21,1,1
39,138,24,44,32,14,1
207,44,30,38,51,7,14
156,230,7,11,95,5,14
29,235,76,36,100,7,8
160,218,40,23,21,8,2
4,15,20,24,40,10,20
76,183,82,13,57,10,2
125,31,26,4,47,2,10
221,152,60,13,86,19,10
79,183,25,2,41,9,10
29,134,76,39,28,19,14
126,203,82,16,40,13,0
237,71,68,15,44,12,7
194,59,82,46,98,5,4
232,59,10,7,19,4,9
248,125,24,50,91,19,9
126,1,49,26,52,13,3
58,148,36,46,5,6,6
15,43,89,30,38,4,10
187,75,33,9,29,1,3
242,250,95,20,22,16,9
192,5,2,38,13,20,0
149,174,30,23,45,14,5
163,41,21,29,55,4,7
105,217,41,42,82,12,9
66,124,67,6,8,7,15
214,33,64,21,32,13,1
207,230,99,32,12,2,1
6,26,78,42,1,5,10
51,214,7,5,74,14,7
45,183,14,28,74,1,0
84,25,67,32,86,14,0
131,39,8,17,34,16,16
3,141,8,9,52,16,14
165,10,86,45,31,4,15
247,63,99,29,98,20,17
77,234,23,40,57,6,13
239,124,97,4,33,16,16
64,142,79,41,90,9,6
30,31,82,4,43,8,8
174,197,62,38,69,19,3
214,38,77,24,92,1,7
23,211,20,30,56,17,18
127,169,20,0,79,2,16
151,110,52,24,51,14,2
140,188,0,35,43,13,8
206,20,10,45,17,14,2
140,111,2,18,65,17,8
26,150,49,25,36,15,3
28,170,87,50,10,4,14
113,134,91,12,61,12,19
142,244,82,38,44,12,18
104,36,67,14,88,8,4
168,107,48,50,82,16,1
165,218,32,18,92,2,10
195,128,73,27,84,1,20
24,11,5,46,33,17,17
9,56,59,37,44,15,15
90,114,70,42,3,6,20
229,222,81,27,81,20,3
233,203,63,40,19,10,10
59,180,83,9,78,9,20
133,28,70,18,30,11,6
100,183,97,35,58,11,11
9,158,30,5,77,10,6
98,109,48,34,45,7,0
50,114,85,5,63,4,6
149,125,52,41,21,12,11
75,121,24,6,69,2,10
17,26,11,5,36,2,0
19,159,98,5,100,2,4
100,213,5,44,41,12,11
193,108,35,8,51,20,9
50,31,11,3,32,15,10
243,54,12,15,3,11,9
237,62,83,49,31,16,10
175,125,1,43,97,19,1
47,24,67,38,48,2,11
35,48,3,1,70,8,0
232,133,66,16,53,8,12
47,66,34,40,55,18,9
102,109,61,33,45,4,5
232,84,16,34,77,16,3
223,228,54,27,93,3,7
40,19,39,17,16,5,0
192,166,69,43,18,14,19
220,57,82,41,11,18,20
180,246,4,27,1,12,3
149,173,47,44,22,5,9
239,116,76,5,52,20,1
39,17,23,15,66,15,16
55,162,42,21,27,20,19
57,77,80,33,8,2,12
35,58,8,13,82,19,20
56,158,43,34,94,10,15
113,246,84,36,35,4,6
229,176,2,20,94,8,18
185,97,55,10,24,12,3
205,24,14,30,33,12,19
23,241,42,4,42,8,3
15,41,16,28,43,2,12
136,243,15,35,58,19,15
148,62,78,11,2,19,0
210,82,78,44,99,3,14
180,206,5,10,65,16,2
16,126,3,10,62,12,11
9,125,21,45,54,17,11
137,182,10,49,60,12,9
191,192,71,21,96,14,3
250,124,32,20,57,14,19
51,225,100,16,0,17,7
212,235,3,14,22,14,20
95,7,0,29,88,12,5
43,145,67,2,42,15,19
55,139,68,0,5,13,9
23,25,88,24,86,10,19
95,59,16,24,20,2,10
188,243,86,9,59,1,14
223,207,10,2,43,3,8
145,102,87,7,85,16,10
33,70,67,43,7,15,14
71,223,25,49,0,18,5
162,227,19,6,85,19,11
218,92,63,33,79,11,4
243,115,92,11,30,2,6
40,100,32,9,51,6,19
107,19,26,35,43,12,6
15,159,99,9,53,5,1
210,195,96,48,12,18,2
108,32,21,11,10,7,18
211,138,0,5,68,2,3
232,204,32,38,69,4,10
234,37,46,20,64,2,6
65,238,19,50,36,4,4
76,18,53,45,48,10,11
205,196,72,25,97,3,3
0,238,74,30,8,16,5
202,96,83,45,30,7,6
82,175,79,26,95,9,8
177,141,51,31,44,4,17
142,180,6,41,95,18,16
77,71,29,16,89,7,4
142,189,93,10,71,18,19
64,47,43,22,92,17,9
76,197,15,19,37,5,3
115,229,74,4,57,5,17
157,209,65,19,99,19,5
147,161,91,46,94,10,11
176,148,60,20,43,4,5
85,133,45,20,43,5,13
187,1,91,23,31,13,14
243,114,31,10,19,10,11
173,72,59,17,94,2,0
202,16,85,37,84,13,10
73,189,78,48,39,16,4
103,55,92,46,44,11,3
8,203,66,40,60,8,5
32,142,31,24,75,1,7
82,45,88,21,27,9,10
16,33,95,48,77,18,3
110,41,27,31,83,3,8
65,3,53,42,14,15,10
31,193,75,36,83,10,17
150,86,10,27,61,4,8
110,33,27,33,38,8,3
46,185,86,19,21,4,17
11,48,22,0,53,10,14
221,205,68,50,23,2,16
146,203,91,50,39,16,12
248,74,33,9,34,9,5
205,97,39,25,1,5,11
92,148,74,36,50,2,20
237,242,79,50,88,7,18
198,164,98,25,3,4,6
90,208,93,29,82,17,8
238,107,2,33,12,19,18
168,47,19,28,28,14,11
158,8,62,7,6,4,0
2,2,69,18,89,9,2
76,240,61,2,44,2,5
249,228,66,10,16,19,20
167,24,85,0,52,1,20
229,0,68,27,2,20,8
195,151,3,20,58,4,18
127,24,58,19,47,20,16
196,96,95,20,18,1,7
127,75,51,10,62,20,11
56,150,51,31,55,2,9
15,161,67,49,98,1,13
53,18,65,33,38,9,2
75,205,56,37,33,4,14
98,27,42,30,9,8,16
21,123,81,14,77,10,3
103,136,48,17,97,10,2
66,168,75,47,72,6,0
181,222,24,17,96,2,9
17,30,97,5,41,20,19
222,130,30,0,39,10,11
218,127,8,38,98,19,5
108,150,59,23,1,10,0
45,158,5,22,55,16,1
73,150,29,39,56,13,1
97,51,25,8,75,10,12
208,190,48,38,16,8,20
246,104,31,43,79,6,20
29,6,13,35,78,2,5
110,163,100,43,50,13,12
176,73,71,15,31,3,0
216,20,41,41,8,3,4
234,186,35,13,64,17,15
27,245,26,20,29,3,15
193,216,47,16,59,19,6
11,123,30,24,73,9,12
176,9,2,12,5,4,16
63,180,34,20,46,17,15
62,157,1,32,45,19,1
129,67,7,26,52,11,12
206,144,19,42,79,3,0
11,5,34,17,53,3,15
248,115,49,8,32,8,16
99,249,80,24,4,19,19
86,112,86,50,22,5,1
38,209,18,14,57,2,7
161,240,93,11,73,1,11
63,75,34,17,56,13,6
226,149,88,36,42,19,0
172,31,85,2,58,4,18
79,152,89,29,12,3,18
211,43,59,40,35,5,2
17,123,11,7,37,16,14
208,174,18,28,56,8,18
15,153,42,15,100,7,5
205,222,34,10,67,16,10
213,240,77,47,38,17,20
102,152,1,15,16,4,20
210,199,56,50,40,4,0
218,207,19,36,89,7,7
71,102,31,35,77,18,11
64,126,17,33,38,4,8
180,139,6,30,66,14,1
189,132,79,28,77,16,8
109,7,22,49,70,15,1
198,156,74,11,90,19,4
157,66,91,19,81,13,19
101,118,97,19,57,20,1
50,18,4,46,77,12,18
19,189,65,47,42,15,4
212,245,87,15,81,14,6
28,95,59,8,85,5,9
215,51,17,29,40,6,1
42,227,23,6,17,1,6
41,80,80,36,98,15,0
152,87,4,24,75,9,7
210,154,35,0,38,12,1
180,37,67,48,14,4,13
131,226,46,23,97,2,9
48,218,3,24,95,2,10
154,192,96,31,4,3,7
23,144,17,32,97,19,10
44,230,65,23,52,4,8
109,60,12,30,1,2,0
74,164,82,38,96,9,10
136,121,95,13,53,14,4
31,197,52,13,26,11,19
247,96,47,2,77,12,1
224,150,81,21,14,19,12
0,27,51,15,34,13,12
